"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.","Município","Ano"
"4123907","Santa Mariana (PR)","493092"
"4123956","Santa Mônica (PR)","91022"
"4124004","Santana do Itararé (PR)","171616"
"4124020","Santa Tereza do Oeste (PR)","582124"
"4124053","Santa Terezinha de Itaipu (PR)","687387"
"4124103","Santo Antônio da Platina (PR)","1505671"
"4124202","Santo Antônio do Caiuá (PR)","54067"
"4124301","Santo Antônio do Paraíso (PR)","105831"
"4124400","Santo Antônio do Sudoeste (PR)","648327"
"4124509","Santo Inácio (PR)","532130"
"4124608","São Carlos do Ivaí (PR)","396044"
"4124707","São Jerônimo da Serra (PR)","322913"
"4124806","São João (PR)","890646"
"4124905","São João do Caiuá (PR)","154606"
"4125001","São João do Ivaí (PR)","361220"
"4125100","São João do Triunfo (PR)","579585"
"4125209","São Jorge d'Oeste (PR)","473364"
"4125308","São Jorge do Ivaí (PR)","401331"
"4125357","São Jorge do Patrocínio (PR)","145387"
"4125407","São José da Boa Vista (PR)","229801"
"4125456","São José das Palmeiras (PR)","99036"
"4125506","São José dos Pinhais (PR)","27009658"
"4125555","São Manoel do Paraná (PR)","62351"
"4125605","São Mateus do Sul (PR)","1516927"
"4125704","São Miguel do Iguaçu (PR)","1470178"
"4125753","São Pedro do Iguaçu (PR)","247170"
"4125803","São Pedro do Ivaí (PR)","370140"
"4125902","São Pedro do Paraná (PR)","90334"
"4126009","São Sebastião da Amoreira (PR)","300170"
"4126108","São Tomé (PR)","163480"
"4126207","Sapopema (PR)","153897"
"4126256","Sarandi (PR)","2072897"
"4126272","Saudade do Iguaçu (PR)","786348"
"4126306","Sengés (PR)","664822"
"4126355","Serranópolis do Iguaçu (PR)","291349"
"4126405","Sertaneja (PR)","416473"
"4126504","Sertanópolis (PR)","690824"
"4126603","Siqueira Campos (PR)","706595"
"4126652","Sulina (PR)","158533"
"4126678","Tamarana (PR)","391610"
"4126702","Tamboara (PR)","126328"
"4126801","Tapejara (PR)","496687"
"4126900","Tapira (PR)","153437"
"4127007","Teixeira Soares (PR)","616427"
"4127106","Telêmaco Borba (PR)","4913583"
"4127205","Terra Boa (PR)","569457"
"4127304","Terra Rica (PR)","376189"
"4127403","Terra Roxa (PR)","893579"
"4127502","Tibagi (PR)","1440119"
"4127601","Tijucas do Sul (PR)","576417"
"4127700","Toledo (PR)","7482485"
"4127809","Tomazina (PR)","324174"
"4127858","Três Barras do Paraná (PR)","435987"
"4127882","Tunas do Paraná (PR)","144145"
"4127908","Tuneiras do Oeste (PR)","233741"
"4127957","Tupãssi (PR)","431452"
"4127965","Turvo (PR)","601652"
"4128005","Ubiratã (PR)","1714000"
"4128104","Umuarama (PR)","4103804"
"4128203","União da Vitória (PR)","1959262"
"4128302","Uniflor (PR)","99889"
"4128401","Uraí (PR)","367868"
"4128500","Wenceslau Braz (PR)","711254"
"4128534","Ventania (PR)","347628"
"4128559","Vera Cruz do Oeste (PR)","341127"
"4128609","Verê (PR)","499747"
"4128625","Alto Paraíso (PR)","113679"
"4128633","Doutor Ulysses (PR)","99222"
"4128658","Virmond (PR)","189741"
"4128708","Vitorino (PR)","498350"
"4128807","Xambrê (PR)","119646"
"4200051","Abdon Batista (SC)","75124"
"4200101","Abelardo Luz (SC)","785840"
"4200200","Agrolândia (SC)","396094"
"4200309","Agronômica (SC)","232870"
"4200408","Água Doce (SC)","651064"
"4200507","Águas de Chapecó (SC)","137688"
"4200556","Águas Frias (SC)","163064"
"4200606","Águas Mornas (SC)","199557"
"4200705","Alfredo Wagner (SC)","336432"
"4200754","Alto Bela Vista (SC)","78990"
"4200804","Anchieta (SC)","203784"
"4200903","Angelina (SC)","174544"
"4201000","Anita Garibaldi (SC)","231485"
"4201109","Anitápolis (SC)","84556"
"4201208","Antônio Carlos (SC)","796471"
"4201257","Apiúna (SC)","442404"
"4201273","Arabutã (SC)","284398"
"4201307","Araquari (SC)","7487636"
"4201406","Araranguá (SC)","2384838"
"4201505","Armazém (SC)","272041"
"4201604","Arroio Trinta (SC)","125939"
"4201653","Arvoredo (SC)","203863"
"4201703","Ascurra (SC)","244941"
"4201802","Atalanta (SC)","125964"
"4201901","Aurora (SC)","406893"
"4201950","Balneário Arroio do Silva (SC)","221814"
"4202008","Balneário Camboriú (SC)","7357101"
"4202057","Balneário Barra do Sul (SC)","254540"
"4202073","Balneário Gaivota (SC)","216920"
"4202081","Bandeirante (SC)","102204"
"4202099","Barra Bonita (SC)","52278"
"4202107","Barra Velha (SC)","2372107"
"4202131","Bela Vista do Toldo (SC)","196838"
"4202156","Belmonte (SC)","57645"
"4202206","Benedito Novo (SC)","470066"
"4202305","Biguaçu (SC)","2669788"
"4202404","Blumenau (SC)","20576440"
"4202438","Bocaina do Sul (SC)","135891"
"4202453","Bombinhas (SC)","877306"
"4202503","Bom Jardim da Serra (SC)","371641"
"4202537","Bom Jesus (SC)","160196"
"4202578","Bom Jesus do Oeste (SC)","73695"
"4202602","Bom Retiro (SC)","422319"
"4202701","Botuverá (SC)","430570"
"4202800","Braço do Norte (SC)","1744713"
"4202859","Braço do Trombudo (SC)","250118"
"4202875","Brunópolis (SC)","137952"
"4202909","Brusque (SC)","8723259"
"4203006","Caçador (SC)","4702908"
"4203105","Caibi (SC)","316744"
"4203154","Calmon (SC)","97685"
"4203204","Camboriú (SC)","2242100"
"4203253","Capão Alto (SC)","235012"
"4203303","Campo Alegre (SC)","699636"
"4203402","Campo Belo do Sul (SC)","333003"
"4203501","Campo Erê (SC)","437780"
"4203600","Campos Novos (SC)","2610111"
"4203709","Canelinha (SC)","295596"
"4203808","Canoinhas (SC)","2202873"
"4203907","Capinzal (SC)","1070601"
"4203956","Capivari de Baixo (SC)","1348473"
"4204004","Catanduvas (SC)","530828"
"4204103","Caxambu do Sul (SC)","164133"
"4204152","Celso Ramos (SC)","65897"
"4204178","Cerro Negro (SC)","141410"
"4204194","Chapadão do Lageado (SC)","97926"
"4204202","Chapecó (SC)","13693104"
"4204251","Cocal do Sul (SC)","885040"
"4204301","Concórdia (SC)","4559276"
"4204350","Cordilheira Alta (SC)","434564"
"4204400","Coronel Freitas (SC)","381539"
"4204459","Coronel Martins (SC)","57373"
"4204509","Corupá (SC)","797518"
"4204558","Correia Pinto (SC)","591259"
"4204608","Criciúma (SC)","10063805"
"4204707","Cunha Porã (SC)","927504"
"4204756","Cunhataí (SC)","66618"
"4204806","Curitibanos (SC)","1875114"
"4204905","Descanso (SC)","298972"
"4205001","Dionísio Cerqueira (SC)","636238"
"4205100","Dona Emma (SC)","165716"
"4205159","Doutor Pedrinho (SC)","175696"
"4205175","Entre Rios (SC)","61375"
"4205191","Ermo (SC)","176541"
"4205209","Erval Velho (SC)","183128"
"4205308","Faxinal dos Guedes (SC)","758314"
"4205357","Flor do Sertão (SC)","64273"
"4205407","Florianópolis (SC)","23555034"
"4205431","Formosa do Sul (SC)","78629"
"4205456","Forquilhinha (SC)","1224362"
"4205506","Fraiburgo (SC)","1273454"
"4205555","Frei Rogério (SC)","102093"
"4205605","Galvão (SC)","99952"
"4205704","Garopaba (SC)","773131"
"4205803","Garuva (SC)","2033119"
"4205902","Gaspar (SC)","4156791"
"4206009","Governador Celso Ramos (SC)","449622"
"4206108","Grão-Pará (SC)","329139"
"4206207","Gravatal (SC)","387231"
"4206306","Guabiruba (SC)","1262670"
"4206405","Guaraciaba (SC)","454591"
"4206504","Guaramirim (SC)","2514108"
"4206603","Guarujá do Sul (SC)","202542"
"4206652","Guatambú (SC)","354963"
"4206702","Herval d'Oeste (SC)","623924"
"4206751","Ibiam (SC)","75603"
"4206801","Ibicaré (SC)","145406"
"4206900","Ibirama (SC)","599101"
"4207007","Içara (SC)","3521296"
"4207106","Ilhota (SC)","1215153"
"4207205","Imaruí (SC)","252788"
"4207304","Imbituba (SC)","2502431"
"4207403","Imbuia (SC)","260667"
"4207502","Indaial (SC)","3675475"
"4207577","Iomerê (SC)","227766"
"4207601","Ipira (SC)","107120"
"4207650","Iporã do Oeste (SC)","381272"
"4207684","Ipuaçu (SC)","321467"
"4207700","Ipumirim (SC)","465687"
"4207759","Iraceminha (SC)","133794"
"4207809","Irani (SC)","282643"
"4207858","Irati (SC)","56613"
"4207908","Irineópolis (SC)","458947"
"4208005","Itá (SC)","404686"
"4208104","Itaiópolis (SC)","1047601"
"4208203","Itajaí (SC)","47754802"
"4208302","Itapema (SC)","2888726"
"4208401","Itapiranga (SC)","1064726"
"4208450","Itapoá (SC)","1688632"
"4208500","Ituporanga (SC)","1399577"
"4208609","Jaborá (SC)","181338"
"4208708","Jacinto Machado (SC)","529737"
"4208807","Jaguaruna (SC)","851847"
"4208906","Jaraguá do Sul (SC)","12052185"
"4208955","Jardinópolis (SC)","67316"
"4209003","Joaçaba (SC)","2380992"
"4209102","Joinville (SC)","45069864"
"4209151","José Boiteux (SC)","130462"
"4209177","Jupiá (SC)","88232"
"4209201","Lacerdópolis (SC)","137752"
"4209300","Lages (SC)","6576476"
"4209409","Laguna (SC)","1093598"
"4209458","Lajeado Grande (SC)","59651"
"4209508","Laurentino (SC)","444761"
"4209607","Lauro Müller (SC)","418742"
"4209706","Lebon Régis (SC)","416768"
"4209805","Leoberto Leal (SC)","119777"
"4209854","Lindóia do Sul (SC)","151906"
"4209904","Lontras (SC)","466155"
"4210001","Luiz Alves (SC)","792697"
"4210035","Luzerna (SC)","292962"
"4210050","Macieira (SC)","59143"
"4210100","Mafra (SC)","2489951"
"4210209","Major Gercino (SC)","62134"
"4210308","Major Vieira (SC)","300299"
"4210407","Maracajá (SC)","273037"
"4210506","Maravilha (SC)","1793997"
"4210555","Marema (SC)","98097"
"4210605","Massaranduba (SC)","751784"
"4210704","Matos Costa (SC)","62584"
"4210803","Meleiro (SC)","340346"
"4210852","Mirim Doce (SC)","89435"
"4210902","Modelo (SC)","170286"
"4211009","Mondaí (SC)","1089117"
"4211058","Monte Carlo (SC)","233394"
"4211108","Monte Castelo (SC)","237410"
"4211207","Morro da Fumaça (SC)","922021"
"4211256","Morro Grande (SC)","145118"
"4211306","Navegantes (SC)","6142276"
"4211405","Nova Erechim (SC)","247026"
"4211454","Nova Itaberaba (SC)","189424"
"4211504","Nova Trento (SC)","691466"
"4211603","Nova Veneza (SC)","1074495"
"4211652","Novo Horizonte (SC)","119837"
"4211702","Orleans (SC)","1188072"
"4211751","Otacílio Costa (SC)","997982"
"4211801","Ouro (SC)","252604"
"4211850","Ouro Verde (SC)","137259"
"4211876","Paial (SC)","58309"
"4211892","Painel (SC)","84935"
"4211900","Palhoça (SC)","8208640"
"4212007","Palma Sola (SC)","332257"
"4212056","Palmeira (SC)","187888"
"4212106","Palmitos (SC)","913735"
"4212205","Papanduva (SC)","853750"
"4212239","Paraíso (SC)","143288"
"4212254","Passo de Torres (SC)","237289"
"4212270","Passos Maia (SC)","175174"
"4212304","Paulo Lopes (SC)","250013"
"4212403","Pedras Grandes (SC)","243418"
"4212502","Penha (SC)","1036821"
"4212601","Peritiba (SC)","120945"
"4212650","Pescaria Brava (SC)","119429"
"4212700","Petrolândia (SC)","223543"
"4212809","Balneário Piçarras (SC)","1513736"
"4212908","Pinhalzinho (SC)","1514076"
"4213005","Pinheiro Preto (SC)","227240"
"4213104","Piratuba (SC)","801118"
"4213153","Planalto Alegre (SC)","141926"
"4213203","Pomerode (SC)","2806204"
"4213302","Ponte Alta (SC)","175760"
"4213351","Ponte Alta do Norte (SC)","166629"
"4213401","Ponte Serrada (SC)","291031"
"4213500","Porto Belo (SC)","1471880"
"4213609","Porto União (SC)","1149800"
"4213708","Pouso Redondo (SC)","718985"
"4213807","Praia Grande (SC)","223238"
"4213906","Presidente Castello Branco (SC)","75919"
"4214003","Presidente Getúlio (SC)","985009"
"4214102","Presidente Nereu (SC)","62737"
"4214151","Princesa (SC)","135903"
"4214201","Quilombo (SC)","462582"
"4214300","Rancho Queimado (SC)","165728"
"4214409","Rio das Antas (SC)","288065"
"4214508","Rio do Campo (SC)","212919"
"4214607","Rio do Oeste (SC)","276105"
"4214706","Rio dos Cedros (SC)","474936"
"4214805","Rio do Sul (SC)","3689822"
"4214904","Rio Fortuna (SC)","302761"
"4215000","Rio Negrinho (SC)","1614436"
"4215059","Rio Rufino (SC)","70061"
"4215075","Riqueza (SC)","147649"
"4215109","Rodeio (SC)","390008"
"4215208","Romelândia (SC)","111320"
"4215307","Salete (SC)","318139"
"4215356","Saltinho (SC)","93621"
"4215406","Salto Veloso (SC)","266902"
"4215455","Sangão (SC)","466595"
"4215505","Santa Cecília (SC)","661992"
"4215554","Santa Helena (SC)","103604"
"4215604","Santa Rosa de Lima (SC)","72823"
"4215653","Santa Rosa do Sul (SC)","199062"
"4215679","Santa Terezinha (SC)","268973"
"4215687","Santa Terezinha do Progresso (SC)","65114"
"4215695","Santiago do Sul (SC)","48477"
"4215703","Santo Amaro da Imperatriz (SC)","1256347"
"4215752","São Bernardino (SC)","88157"
"4215802","São Bento do Sul (SC)","4697015"
"4215901","São Bonifácio (SC)","112418"
"4216008","São Carlos (SC)","520775"
"4216057","São Cristóvão do Sul (SC)","219792"
"4216107","São Domingos (SC)","449963"
"4216206","São Francisco do Sul (SC)","8516095"
"4216255","São João do Oeste (SC)","353201"
"4216305","São João Batista (SC)","1029641"
"4216354","São João do Itaperiú (SC)","338133"
"4216404","São João do Sul (SC)","282886"
"4216503","São Joaquim (SC)","1133168"
"4216602","São José (SC)","13838193"
"4216701","São José do Cedro (SC)","568132"
"4216800","São José do Cerrito (SC)","318807"
"4216909","São Lourenço do Oeste (SC)","1389396"
"4217006","São Ludgero (SC)","929134"
"4217105","São Martinho (SC)","109250"
"4217154","São Miguel da Boa Vista (SC)","50296"
"4217204","São Miguel do Oeste (SC)","2174143"
"4217253","São Pedro de Alcântara (SC)","101122"
"4217303","Saudades (SC)","527126"
"4217402","Schroeder (SC)","759385"
"4217501","Seara (SC)","1178536"
"4217550","Serra Alta (SC)","118024"
"4217600","Siderópolis (SC)","679481"
"4217709","Sombrio (SC)","910229"
"4217758","Sul Brasil (SC)","83386"
"4217808","Taió (SC)","844581"
"4217907","Tangará (SC)","600820"
"4217956","Tigrinhos (SC)","65548"
"4218004","Tijucas (SC)","2437804"
"4218103","Timbé do Sul (SC)","154862"
"4218202","Timbó (SC)","2534387"
"4218251","Timbó Grande (SC)","303272"
"4218301","Três Barras (SC)","1522652"
"4218350","Treviso (SC)","232220"
"4218400","Treze de Maio (SC)","199700"
"4218509","Treze Tílias (SC)","829463"
"4218608","Trombudo Central (SC)","437924"
"4218707","Tubarão (SC)","4816733"
"4218756","Tunápolis (SC)","182298"
"4218806","Turvo (SC)","737826"
"4218855","União do Oeste (SC)","85123"
"4218905","Urubici (SC)","356265"
"4218954","Urupema (SC)","88451"
"4219002","Urussanga (SC)","1086622"
"4219101","Vargeão (SC)","200991"
"4219150","Vargem (SC)","116140"
"4219176","Vargem Bonita (SC)","539876"
"4219200","Vidal Ramos (SC)","354799"
"4219309","Videira (SC)","3455717"
"4219358","Vitor Meireles (SC)","142269"
"4219408","Witmarsum (SC)","175188"
"4219507","Xanxerê (SC)","2676948"
"4219606","Xavantina (SC)","211868"
"4219705","Xaxim (SC)","1491017"
"4219853","Zortéa (SC)","103643"
"4220000","Balneário Rincão (SC)","294616"
"4300034","Aceguá (RS)","458224"
"4300059","Água Santa (RS)","547412"
"4300109","Agudo (RS)","667873"
"4300208","Ajuricaba (RS)","521059"
"4300307","Alecrim (RS)","162072"
"4300406","Alegrete (RS)","3079871"
"4300455","Alegria (RS)","156622"
"4300471","Almirante Tamandaré do Sul (RS)","276411"
"4300505","Alpestre (RS)","196381"
"4300554","Alto Alegre (RS)","106141"
"4300570","Alto Feliz (RS)","161548"
"4300604","Alvorada (RS)","3302248"
"4300638","Amaral Ferrador (RS)","147632"
"4300646","Ametista do Sul (RS)","177770"
"4300661","André da Rocha (RS)","193089"
"4300703","Anta Gorda (RS)","322292"
"4300802","Antônio Prado (RS)","797510"
"4300851","Arambaré (RS)","285088"
"4300877","Araricá (RS)","236430"
"4300901","Aratiba (RS)","946969"
"4301008","Arroio do Meio (RS)","1536556"
"4301057","Arroio do Sal (RS)","285577"
"4301073","Arroio do Padre (RS)","76784"
"4301107","Arroio dos Ratos (RS)","357345"
"4301206","Arroio do Tigre (RS)","429271"
"4301305","Arroio Grande (RS)","1131508"
"4301404","Arvorezinha (RS)","336246"
"4301503","Augusto Pestana (RS)","504183"
"4301552","Áurea (RS)","163438"
"4301602","Bagé (RS)","3748409"
"4301636","Balneário Pinhal (RS)","312091"
"4301651","Barão (RS)","308101"
"4301701","Barão de Cotegipe (RS)","341672"
"4301750","Barão do Triunfo (RS)","142318"
"4301800","Barracão (RS)","317083"
"4301859","Barra do Guarita (RS)","56811"
"4301875","Barra do Quaraí (RS)","386181"
"4301909","Barra do Ribeiro (RS)","505591"
"4301925","Barra do Rio Azul (RS)","80747"
"4301958","Barra Funda (RS)","165029"
"4302006","Barros Cassal (RS)","244512"
"4302055","Benjamin Constant do Sul (RS)","49313"
"4302105","Bento Gonçalves (RS)","7498499"
"4302154","Boa Vista das Missões (RS)","238521"
"4302204","Boa Vista do Buricá (RS)","326885"
"4302220","Boa Vista do Cadeado (RS)","468750"
"4302238","Boa Vista do Incra (RS)","384172"
"4302253","Boa Vista do Sul (RS)","120127"
"4302303","Bom Jesus (RS)","613622"
"4302352","Bom Princípio (RS)","906593"
"4302378","Bom Progresso (RS)","86279"
"4302402","Bom Retiro do Sul (RS)","403054"
"4302451","Boqueirão do Leão (RS)","150393"
"4302501","Bossoroca (RS)","490597"
"4302584","Bozano (RS)","227409"
"4302600","Braga (RS)","130948"
"4302659","Brochier (RS)","117700"
"4302709","Butiá (RS)","543347"
"4302808","Caçapava do Sul (RS)","1122667"
"4302907","Cacequi (RS)","623085"
"4303004","Cachoeira do Sul (RS)","3542693"
"4303103","Cachoeirinha (RS)","6458476"
"4303202","Cacique Doble (RS)","169235"
"4303301","Caibaté (RS)","264915"
"4303400","Caiçara (RS)","152840"
"4303509","Camaquã (RS)","2723662"
"4303558","Camargo (RS)","520481"
"4303608","Cambará do Sul (RS)","242576"
"4303673","Campestre da Serra (RS)","204702"
"4303707","Campina das Missões (RS)","239168"
"4303806","Campinas do Sul (RS)","399402"
"4303905","Campo Bom (RS)","3600068"
"4304002","Campo Novo (RS)","325738"
"4304101","Campos Borges (RS)","150033"
"4304200","Candelária (RS)","1078186"
"4304309","Cândido Godói (RS)","358436"
"4304358","Candiota (RS)","2744006"
"4304408","Canela (RS)","1595255"
"4304507","Canguçu (RS)","1660002"
"4304606","Canoas (RS)","21995362"
"4304614","Canudos do Vale (RS)","67987"
"4304622","Capão Bonito do Sul (RS)","342052"
"4304630","Capão da Canoa (RS)","1966012"
"4304655","Capão do Cipó (RS)","644964"
"4304663","Capão do Leão (RS)","830082"
"4304671","Capivari do Sul (RS)","386832"
"4304689","Capela de Santana (RS)","298585"
"4304697","Capitão (RS)","95378"
"4304705","Carazinho (RS)","3846847"
"4304713","Caraá (RS)","165659"
"4304804","Carlos Barbosa (RS)","3529578"
"4304853","Carlos Gomes (RS)","70447"
"4304903","Casca (RS)","717919"
"4304952","Caseiros (RS)","199196"
"4305009","Catuípe (RS)","638109"
"4305108","Caxias do Sul (RS)","31688460"
"4305116","Centenário (RS)","120778"
"4305124","Cerrito (RS)","161327"
"4305132","Cerro Branco (RS)","90158"
"4305157","Cerro Grande (RS)","74561"
"4305173","Cerro Grande do Sul (RS)","203183"
"4305207","Cerro Largo (RS)","796775"
"4305306","Chapada (RS)","741826"
"4305355","Charqueadas (RS)","1736974"
"4305371","Charrua (RS)","149351"
"4305405","Chiapetta (RS)","388835"
"4305439","Chuí (RS)","370301"
"4305447","Chuvisca (RS)","129739"
"4305454","Cidreira (RS)","362059"
"4305504","Ciríaco (RS)","264360"
"4305587","Colinas (RS)","87209"
"4305603","Colorado (RS)","338157"
"4305702","Condor (RS)","624705"
"4305801","Constantina (RS)","432348"
"4305835","Coqueiro Baixo (RS)","52163"
"4305850","Coqueiros do Sul (RS)","190144"
"4305871","Coronel Barros (RS)","226125"
"4305900","Coronel Bicaco (RS)","515152"
"4305934","Coronel Pilar (RS)","49059"
"4305959","Cotiporã (RS)","167928"
"4305975","Coxilha (RS)","422464"
"4306007","Crissiumal (RS)","508976"
"4306056","Cristal (RS)","308906"
"4306072","Cristal do Sul (RS)","94740"
"4306106","Cruz Alta (RS)","4609384"
"4306130","Cruzaltense (RS)","144763"
"4306205","Cruzeiro do Sul (RS)","533002"
"4306304","David Canabarro (RS)","229362"
"4306320","Derrubadas (RS)","148407"
"4306353","Dezesseis de Novembro (RS)","57174"
"4306379","Dilermando de Aguiar (RS)","267901"
"4306403","Dois Irmãos (RS)","2188540"
"4306429","Dois Irmãos das Missões (RS)","199194"
"4306452","Dois Lajeados (RS)","172601"
"4306502","Dom Feliciano (RS)","356857"
"4306551","Dom Pedro de Alcântara (RS)","65533"
"4306601","Dom Pedrito (RS)","2210941"
"4306700","Dona Francisca (RS)","106596"
"4306734","Doutor Maurício Cardoso (RS)","260796"
"4306759","Doutor Ricardo (RS)","78890"
"4306767","Eldorado do Sul (RS)","2120258"
"4306809","Encantado (RS)","1168355"
"4306908","Encruzilhada do Sul (RS)","1080943"
"4306924","Engenho Velho (RS)","73213"
"4306932","Entre-Ijuís (RS)","687576"
"4306957","Entre Rios do Sul (RS)","207516"
"4306973","Erebango (RS)","180478"
"4307005","Erechim (RS)","6882611"
"4307054","Ernestina (RS)","265548"
"4307104","Herval (RS)","253606"
"4307203","Erval Grande (RS)","150882"
"4307302","Erval Seco (RS)","353967"
"4307401","Esmeralda (RS)","392859"
"4307450","Esperança do Sul (RS)","116730"
"4307500","Espumoso (RS)","1113102"
"4307559","Estação (RS)","350706"
"4307609","Estância Velha (RS)","1875488"
"4307708","Esteio (RS)","3749878"
"4307807","Estrela (RS)","2171441"
"4307815","Estrela Velha (RS)","197414"
"4307831","Eugênio de Castro (RS)","405443"
"4307864","Fagundes Varela (RS)","197918"
"4307906","Farroupilha (RS)","4398447"
"4308003","Faxinal do Soturno (RS)","270105"
"4308052","Faxinalzinho (RS)","103166"
"4308078","Fazenda Vilanova (RS)","140822"
"4308102","Feliz (RS)","589352"
"4308201","Flores da Cunha (RS)","2538136"
"4308250","Floriano Peixoto (RS)","103058"
"4308300","Fontoura Xavier (RS)","227468"
"4308409","Formigueiro (RS)","302799"
"4308433","Forquetinha (RS)","58939"
"4308458","Fortaleza dos Valos (RS)","564771"
"4308508","Frederico Westphalen (RS)","1430606"
"4308607","Garibaldi (RS)","2997963"
"4308656","Garruchos (RS)","200966"
"4308706","Gaurama (RS)","282771"
"4308805","General Câmara (RS)","276372"
"4308854","Gentil (RS)","190647"
"4308904","Getúlio Vargas (RS)","793661"
"4309001","Giruá (RS)","1202941"
"4309050","Glorinha (RS)","461885"
"4309100","Gramado (RS)","2658018"
"4309126","Gramado dos Loureiros (RS)","94579"
"4309159","Gramado Xavier (RS)","109481"
"4309209","Gravataí (RS)","10261618"
"4309258","Guabiju (RS)","132787"
"4309308","Guaíba (RS)","8284804"
"4309407","Guaporé (RS)","1149050"
"4309506","Guarani das Missões (RS)","362623"
"4309555","Harmonia (RS)","245496"
"4309571","Herveiras (RS)","71142"
"4309605","Horizontina (RS)","2608192"
"4309654","Hulha Negra (RS)","314486"
"4309704","Humaitá (RS)","229248"
"4309753","Ibarama (RS)","112226"
"4309803","Ibiaçá (RS)","367294"
"4309902","Ibiraiaras (RS)","399691"
"4309951","Ibirapuitã (RS)","213521"
"4310009","Ibirubá (RS)","1722053"
"4310108","Igrejinha (RS)","1888880"
"4310207","Ijuí (RS)","5190378"
"4310306","Ilópolis (RS)","140569"
"4310330","Imbé (RS)","626814"
"4310363","Imigrante (RS)","519189"
"4310405","Independência (RS)","494164"
"4310413","Inhacorá (RS)","110556"
"4310439","Ipê (RS)","298581"
"4310462","Ipiranga do Sul (RS)","177628"
"4310504","Iraí (RS)","254491"
"4310538","Itaara (RS)","286658"
"4310553","Itacurubi (RS)","246285"
"4310579","Itapuca (RS)","94234"
"4310603","Itaqui (RS)","2186921"
"4310652","Itati (RS)","86738"
"4310702","Itatiba do Sul (RS)","81706"
"4310751","Ivorá (RS)","71910"
"4310801","Ivoti (RS)","1180383"
"4310850","Jaboticaba (RS)","136729"
"4310876","Jacuizinho (RS)","224026"
"4310900","Jacutinga (RS)","232300"
"4311007","Jaguarão (RS)","1059392"
"4311106","Jaguari (RS)","378018"
"4311122","Jaquirana (RS)","94041"
"4311130","Jari (RS)","469005"
"4311155","Jóia (RS)","975407"
"4311205","Júlio de Castilhos (RS)","1925171"
"4311239","Lagoa Bonita do Sul (RS)","68915"
"4311254","Lagoão (RS)","154689"
"4311270","Lagoa dos Três Cantos (RS)","157139"
"4311304","Lagoa Vermelha (RS)","1513400"
"4311403","Lajeado (RS)","5596169"
"4311429","Lajeado do Bugre (RS)","74874"
"4311502","Lavras do Sul (RS)","497626"
"4311601","Liberato Salzano (RS)","172442"
"4311627","Lindolfo Collor (RS)","365848"
"4311643","Linha Nova (RS)","65579"
"4311700","Machadinho (RS)","272823"
"4311718","Maçambará (RS)","582041"
"4311734","Mampituba (RS)","70213"
"4311759","Manoel Viana (RS)","546970"
"4311775","Maquiné (RS)","190483"
"4311791","Maratá (RS)","80816"
"4311809","Marau (RS)","3060013"
"4311908","Marcelino Ramos (RS)","167824"
"4311981","Mariana Pimentel (RS)","104495"
"4312005","Mariano Moro (RS)","72887"
"4312054","Marques de Souza (RS)","124134"
"4312104","Mata (RS)","169005"
"4312138","Mato Castelhano (RS)","168254"
"4312153","Mato Leitão (RS)","180535"
"4312179","Mato Queimado (RS)","88446"
"4312203","Maximiliano de Almeida (RS)","161122"
"4312252","Minas do Leão (RS)","279176"
"4312302","Miraguaí (RS)","190385"
"4312351","Montauri (RS)","98137"
"4312377","Monte Alegre dos Campos (RS)","109729"
"4312385","Monte Belo do Sul (RS)","94434"
"4312401","Montenegro (RS)","5752330"
"4312427","Mormaço (RS)","153333"
"4312443","Morrinhos do Sul (RS)","81465"
"4312450","Morro Redondo (RS)","132443"
"4312476","Morro Reuter (RS)","274166"
"4312500","Mostardas (RS)","643323"
"4312609","Muçum (RS)","301851"
"4312617","Muitos Capões (RS)","1122084"
"4312625","Muliterno (RS)","91988"
"4312658","Não-Me-Toque (RS)","2207531"
"4312674","Nicolau Vergueiro (RS)","146251"
"4312708","Nonoai (RS)","525504"
"4312757","Nova Alvorada (RS)","236574"
"4312807","Nova Araçá (RS)","327225"
"4312906","Nova Bassano (RS)","802206"
"4312955","Nova Boa Vista (RS)","145342"
"4313003","Nova Bréscia (RS)","141143"
"4313011","Nova Candelária (RS)","229430"
"4313037","Nova Esperança do Sul (RS)","172365"
"4313060","Nova Hartz (RS)","805694"
"4313086","Nova Pádua (RS)","100211"
"4313102","Nova Palma (RS)","382687"
"4313201","Nova Petrópolis (RS)","972684"
"4313300","Nova Prata (RS)","1730037"
"4313334","Nova Ramada (RS)","304677"
"4313359","Nova Roma do Sul (RS)","169304"
"4313375","Nova Santa Rita (RS)","2487515"
"4313391","Novo Cabrais (RS)","133170"
"4313409","Novo Hamburgo (RS)","10037889"
"4313425","Novo Machado (RS)","186353"
"4313441","Novo Tiradentes (RS)","74728"
"4313466","Novo Xingu (RS)","75033"
"4313490","Novo Barreiro (RS)","135199"
"4313508","Osório (RS)","1819024"
"4313607","Paim Filho (RS)","167644"
"4313656","Palmares do Sul (RS)","735603"
